date,temperature,humidity,precipitation,wind_speed
2023-01-01,-2.2682105176807337,67.33839012117501,13.559189256060703,3.624874753536684
2023-01-02,0.7529777633862795,82.29327437691212,1.7252605513989145,6.70930877970012
2023-01-03,2.432741612851589,87.34159063372753,1.0646614944070025,3.3938245253194514
2023-01-04,-1.4000774958265685,77.23742608424838,0.45098750394153697,3.04691629582029
2023-01-05,5.797316150371344,73.62037849408425,2.0109176540061693,2.5293568083819213
2023-01-06,-4.452759702674093,100.0,17.139068096761847,4.170587593540446
2023-01-07,2.418867297967589,94.3005569760232,13.557903754233797,4.0105680425025465
2023-01-08,3.4575444718886708,89.56650736746549,5.567882200431724,3.7961343012519535
2023-01-09,-0.67457270012101,92.87101787251059,1.600115486086822,3.1334344451762304
2023-01-10,5.854183731516932,99.8179834784932,1.8600893457305507,3.9212320165914454
2023-01-11,-0.4755733923662897,77.4365811237188,5.801555049846201,2.716010544726332
2023-01-12,-0.9598483835357587,85.89686215444854,4.957665617524151,3.5745914220859696
2023-01-13,-1.346091336949498,77.92690210307909,5.856106512159993,2.2024193486047907
2023-01-14,3.6792691694309476,100.0,7.542326898058835,0.9845078255377002
2023-01-15,5.726075974930514,68.7632976432142,1.813418481037226,0.48241010691728836
2023-01-16,4.194250567498484,75.1387936847861,10.343907069085448,1.9340717910048555
2023-01-17,3.3233052698628454,83.26159641581066,3.127737421036141,0.0
2023-01-18,2.3656855444536333,78.99530116313306,7.650703164434898,2.681842597584442
2023-01-19,2.6878042408392697,87.51073894205994,4.0695488612843445,3.418402416767977
2023-01-20,-1.1921308574018008,92.51043586233865,5.38866578902387,4.900663074211815
2023-01-21,4.26638521459062,77.66951266754418,3.2472206314867424,2.2403213196655907
2023-01-22,4.530922301549117,81.39259215481317,0.1949354257663849,2.557479025288826
2023-01-23,4.3219444929939215,66.08243861223393,3.432262961909159,2.891238015781089
2023-01-24,4.9989326132962795,86.43076005953283,1.8579763954710948,1.3080026096867279
2023-01-25,-0.6214422258170504,100.0,6.547530761221154,0.0
