timestamp,station_id,weather,temperature,humidity,wind_speed,riders
2024-01-01 00:00:00,1,晴天,-5.8,63.1,5.6,0
2024-01-01 00:00:00,2,小雨,2.2,94.5,13.3,0
2024-01-01 00:00:00,3,晴天,-3.9,66.1,10.2,0
2024-01-01 00:00:00,4,晴天,-0.1,62.8,7.9,0
2024-01-01 00:00:00,5,晴天,1.9,64.0,10.1,0
2024-01-01 00:00:00,6,晴天,-2.1,63.4,5.7,0
2024-01-01 00:00:00,7,小雨,-4.3,86.6,6.2,0
2024-01-01 00:00:00,8,晴天,-0.0,66.2,10.2,0
2024-01-01 00:00:00,9,晴天,-1.8,78.4,5.9,0
2024-01-01 00:00:00,10,晴天,-2.8,67.8,7.7,0
2024-01-01 00:00:00,11,多云,-6.5,70.9,6.4,0
2024-01-01 00:00:00,12,多云,-4.5,60.1,13.2,0
2024-01-01 00:00:00,13,多云,0.2,61.5,8.6,0
2024-01-01 00:00:00,14,晴天,-1.5,66.6,5.6,0
2024-01-01 00:00:00,15,晴天,1.0,72.8,13.9,0
2024-01-01 00:00:00,16,晴天,-1.4,75.2,10.6,0
2024-01-01 00:00:00,17,多云,7.6,68.6,5.3,0
2024-01-01 00:00:00,18,晴天,-2.2,66.3,10.1,0
2024-01-01 00:00:00,19,小雨,-4.1,83.4,5.8,0
2024-01-01 00:00:00,20,晴天,-1.0,77.4,13.0,0
2024-01-01 01:00:00,1,晴天,-3.4,76.1,14.0,0
2024-01-01 01:00:00,2,晴天,-4.5,68.5,13.2,0
2024-01-01 01:00:00,3,小雨,-3.7,83.3,6.2,0
2024-01-01 01:00:00,4,晴天,-4.2,70.4,12.0,0
2024-01-01 01:00:00,5,晴天,-3.8,66.0,7.8,0
2024-01-01 01:00:00,6,晴天,-3.5,61.0,7.8,0
2024-01-01 01:00:00,7,小雨,-5.4,94.8,7.4,0
2024-01-01 01:00:00,8,多云,-6.0,74.6,8.7,0
2024-01-01 01:00:00,9,多云,-1.9,61.8,13.4,0
2024-01-01 01:00:00,10,晴天,1.4,60.3,10.1,0
2024-01-01 01:00:00,11,晴天,-6.9,73.8,8.9,0
2024-01-01 01:00:00,12,小雨,-4.9,93.9,13.8,0
2024-01-01 01:00:00,13,晴天,-0.6,71.1,10.3,0
2024-01-01 01:00:00,14,晴天,-2.9,66.8,8.5,0
2024-01-01 01:00:00,15,多云,-1.9,61.7,6.6,0
2024-01-01 01:00:00,16,小雨,-2.8,82.4,10.5,0
2024-01-01 01:00:00,17,多云,-7.3,74.2,7.4,0
2024-01-01 01:00:00,18,晴天,-1.4,77.0,11.6,0
2024-01-01 01:00:00,19,晴天,-4.4,65.3,7.4,0
2024-01-01 01:00:00,20,大雨,-1.1,91.9,20.8,0
2024-01-01 02:00:00,1,晴天,-3.1,65.6,5.2,0
2024-01-01 02:00:00,2,多云,-5.4,79.3,14.6,0
2024-01-01 02:00:00,3,小雨,-7.5,84.8,6.7,0
2024-01-01 02:00:00,4,晴天,-4.5,71.4,6.0,0
2024-01-01 02:00:00,5,多云,-1.8,74.8,12.0,0
2024-01-01 02:00:00,6,多云,-9.1,76.2,13.1,0
2024-01-01 02:00:00,7,小雨,-4.9,92.0,11.5,0
2024-01-01 02:00:00,8,多云,-4.3,66.8,8.8,0
2024-01-01 02:00:00,9,晴天,-6.5,69.3,10.4,0
2024-01-01 02:00:00,10,晴天,-6.2,60.7,13.2,0
2024-01-01 02:00:00,11,晴天,-4.8,75.4,7.2,0
2024-01-01 02:00:00,12,多云,2.2,72.7,12.3,0
2024-01-01 02:00:00,13,大雨,-11.1,84.1,15.8,0
2024-01-01 02:00:00,14,晴天,-7.3,63.5,6.6,0
2024-01-01 02:00:00,15,晴天,0.3,73.2,7.8,0
2024-01-01 02:00:00,16,大雨,-3.9,86.3,18.6,0
2024-01-01 02:00:00,17,多云,-3.7,69.5,6.0,0
2024-01-01 02:00:00,18,晴天,-8.9,68.7,9.0,0
2024-01-01 02:00:00,19,多云,-6.3,67.5,11.3,0
2024-01-01 02:00:00,20,晴天,-3.8,63.3,5.7,0
2024-01-01 03:00:00,1,多云,-6.1,78.8,10.8,0
2024-01-01 03:00:00,2,晴天,-8.1,70.9,14.4,0
2024-01-01 03:00:00,3,晴天,-5.5,61.4,8.2,0
2024-01-01 03:00:00,4,多云,-8.2,73.9,11.3,0
2024-01-01 03:00:00,5,小雨,-3.9,82.7,12.5,0
2024-01-01 03:00:00,6,多云,-6.4,67.4,12.8,0
2024-01-01 03:00:00,7,晴天,-1.6,75.1,6.0,0
2024-01-01 03:00:00,8,小雨,-2.4,93.4,8.9,0
2024-01-01 03:00:00,9,晴天,-5.3,79.0,10.7,0
2024-01-01 03:00:00,10,多云,-11.7,66.6,11.7,0
2024-01-01 03:00:00,11,多云,-4.4,61.8,9.9,0
2024-01-01 03:00:00,12,晴天,-12.6,77.8,8.5,0
2024-01-01 03:00:00,13,晴天,-5.1,72.4,6.0,0
2024-01-01 03:00:00,14,晴天,-7.6,76.4,12.1,0
2024-01-01 03:00:00,15,晴天,-10.6,76.3,14.5,0
2024-01-01 03:00:00,16,大雨,-8.3,91.7,19.2,0
2024-01-01 03:00:00,17,小雨,-6.4,87.0,5.6,0
2024-01-01 03:00:00,18,晴天,-5.3,74.9,10.8,0
2024-01-01 03:00:00,19,大雨,-10.6,83.4,15.1,0
2024-01-01 03:00:00,20,大雨,-5.6,88.3,20.2,0
2024-01-01 04:00:00,1,多云,-8.8,72.6,10.8,0
2024-01-01 04:00:00,2,小雨,-0.9,82.8,9.6,0
2024-01-01 04:00:00,3,晴天,-9.8,79.5,14.9,0
2024-01-01 04:00:00,4,多云,-13.2,76.3,11.8,0
2024-01-01 04:00:00,5,晴天,-11.5,78.7,13.7,0
2024-01-01 04:00:00,6,晴天,,,14.9,0
2024-01-01 04:00:00,7,晴天,-12.6,79.4,13.4,0
2024-01-01 04:00:00,8,多云,-14.9,65.5,5.6,0
2024-01-01 04:00:00,9,小雨,-7.5,94.2,13.5,0
2024-01-01 04:00:00,10,晴天,-10.7,79.1,11.1,0
2024-01-01 04:00:00,11,晴天,-4.3,67.2,6.1,0
2024-01-01 04:00:00,12,多云,-2.8,70.4,13.5,0
2024-01-01 04:00:00,13,晴天,-4.4,68.1,6.3,0
2024-01-01 04:00:00,14,晴天,-5.6,74.1,7.1,0
2024-01-01 04:00:00,15,晴天,-12.7,68.7,14.0,0
2024-01-01 04:00:00,16,晴天,-3.0,67.9,11.2,0
2024-01-01 04:00:00,17,小雨,-7.5,86.9,14.8,0
2024-01-01 04:00:00,18,晴天,-4.1,64.8,5.8,0
2024-01-01 04:00:00,19,晴天,-6.4,63.6,8.5,0
2024-01-01 04:00:00,20,小雨,-1.3,82.9,5.4,0
2024-01-01 05:00:00,1,晴天,-11.0,61.8,6.2,0
2024-01-01 05:00:00,2,晴天,-10.2,70.1,11.9,0
2024-01-01 05:00:00,3,晴天,-7.0,61.6,13.7,0
2024-01-01 05:00:00,4,小雨,-8.9,91.2,6.8,0
2024-01-01 05:00:00,5,晴天,-9.4,72.4,8.7,0
2024-01-01 05:00:00,6,晴天,-6.0,77.9,10.1,0
2024-01-01 05:00:00,7,晴天,-8.9,70.7,7.4,0
2024-01-01 05:00:00,8,晴天,-9.1,66.4,7.1,0
2024-01-01 05:00:00,9,晴天,-3.5,75.8,10.0,0
2024-01-01 05:00:00,10,晴天,-1.4,74.9,9.3,0
2024-01-01 05:00:00,11,晴天,-11.2,72.9,10.7,0
2024-01-01 05:00:00,12,晴天,-8.5,64.7,6.0,0
2024-01-01 05:00:00,13,晴天,-10.5,63.7,7.9,0
2024-01-01 05:00:00,14,晴天,-16.0,79.6,6.1,0
2024-01-01 05:00:00,15,晴天,-10.3,63.4,11.7,0
2024-01-01 05:00:00,16,小雨,-2.4,91.5,6.9,0
2024-01-01 05:00:00,17,晴天,-7.7,64.8,6.1,0
2024-01-01 05:00:00,18,多云,-6.6,63.1,9.8,0
2024-01-01 05:00:00,19,晴天,-9.0,62.7,5.6,0
2024-01-01 05:00:00,20,大雨,-5.5,90.2,21.0,0
2024-01-01 06:00:00,1,晴天,-14.6,78.6,13.3,0
2024-01-01 06:00:00,2,大雨,-8.2,82.7,22.4,0
2024-01-01 06:00:00,3,晴天,-9.7,75.9,7.0,0
2024-01-01 06:00:00,4,晴天,-8.1,73.3,10.2,0
2024-01-01 06:00:00,5,晴天,-10.1,76.3,9.4,0
2024-01-01 06:00:00,6,晴天,-14.9,75.0,10.0,0
2024-01-01 06:00:00,7,晴天,-10.0,70.9,14.1,0
2024-01-01 06:00:00,8,多云,-13.8,62.8,12.9,0
2024-01-01 06:00:00,9,多云,-6.4,75.8,6.5,0
2024-01-01 06:00:00,10,晴天,-6.8,60.7,10.7,0
2024-01-01 06:00:00,11,多云,-10.4,76.4,6.1,0
2024-01-01 06:00:00,12,多云,-10.1,75.9,6.5,0
2024-01-01 06:00:00,13,晴天,-6.4,72.8,11.9,0
2024-01-01 06:00:00,14,晴天,-11.7,63.6,14.1,0
2024-01-01 06:00:00,15,晴天,-12.0,78.9,6.5,0
2024-01-01 06:00:00,16,晴天,-2.0,60.4,13.7,0
2024-01-01 06:00:00,17,小雨,-4.0,90.6,6.5,0
2024-01-01 06:00:00,18,晴天,-13.4,74.7,14.3,0
2024-01-01 06:00:00,19,小雨,-12.3,92.6,6.2,0
2024-01-01 06:00:00,20,小雨,-9.2,86.0,5.5,0
2024-01-01 07:00:00,1,晴天,-12.9,70.7,14.2,0
2024-01-01 07:00:00,2,晴天,-6.0,69.0,7.2,1
2024-01-01 07:00:00,3,晴天,-10.6,70.0,9.2,1
2024-01-01 07:00:00,4,小雨,-6.6,80.2,11.6,0
2024-01-01 07:00:00,5,晴天,-12.2,79.9,10.0,0
2024-01-01 07:00:00,6,晴天,-9.8,64.2,14.0,0
2024-01-01 07:00:00,7,晴天,-2.1,61.3,12.8,2
2024-01-01 07:00:00,8,晴天,-17.8,68.0,10.6,0
2024-01-01 07:00:00,9,晴天,-9.0,78.9,8.7,1
2024-01-01 07:00:00,10,晴天,-13.2,60.5,6.6,0
2024-01-01 07:00:00,11,多云,-10.1,64.4,7.3,0
2024-01-01 07:00:00,12,多云,-11.4,73.1,7.4,0
2024-01-01 07:00:00,13,晴天,-7.4,77.1,13.3,1
2024-01-01 07:00:00,14,晴天,-13.1,65.9,14.0,1
2024-01-01 07:00:00,15,晴天,-14.8,77.9,13.2,0
2024-01-01 07:00:00,16,晴天,-11.9,71.8,7.7,0
2024-01-01 07:00:00,17,多云,-6.1,68.7,7.9,1
2024-01-01 07:00:00,18,小雨,-11.5,87.3,13.9,0
2024-01-01 07:00:00,19,多云,-10.9,65.4,10.4,1
2024-01-01 07:00:00,20,多云,-11.7,76.7,14.8,0
2024-01-01 08:00:00,1,晴天,-11.6,60.4,14.1,0
2024-01-01 08:00:00,2,晴天,-14.9,71.1,11.5,0
2024-01-01 08:00:00,3,多云,-9.2,72.0,11.7,1
2024-01-01 08:00:00,4,晴天,-10.5,67.7,10.2,1
2024-01-01 08:00:00,5,晴天,-8.4,61.7,11.0,0
2024-01-01 08:00:00,6,晴天,-14.6,67.1,12.2,0
2024-01-01 08:00:00,7,晴天,-12.8,73.3,14.4,1
2024-01-01 08:00:00,8,多云,-8.2,61.0,10.0,1
2024-01-01 08:00:00,9,晴天,-6.6,62.1,5.8,2
2024-01-01 08:00:00,10,多云,-4.1,68.7,7.5,1
2024-01-01 08:00:00,11,多云,-8.1,65.4,10.9,1
2024-01-01 08:00:00,12,晴天,-14.0,70.8,13.7,0
2024-01-01 08:00:00,13,多云,-8.3,73.8,13.5,1
2024-01-01 08:00:00,14,晴天,-14.6,79.8,14.4,0
2024-01-01 08:00:00,15,晴天,-8.7,63.6,10.7,0
2024-01-01 08:00:00,16,小雨,,,9.7,0
2024-01-01 08:00:00,17,小雨,-11.4,80.6,11.0,0
2024-01-01 08:00:00,18,晴天,-13.1,74.5,5.7,1
2024-01-01 08:00:00,19,晴天,-5.7,66.4,11.3,2
2024-01-01 08:00:00,20,小雨,-14.0,93.1,5.2,0
2024-01-01 09:00:00,1,小雨,-7.7,95.0,8.5,0
2024-01-01 09:00:00,2,多云,-11.4,72.6,13.7,0
2024-01-01 09:00:00,3,大雨,-11.2,91.1,16.1,0
2024-01-01 09:00:00,4,晴天,-12.8,64.7,5.4,0
2024-01-01 09:00:00,5,晴天,-9.9,67.7,11.8,0
2024-01-01 09:00:00,6,晴天,-10.3,77.6,14.4,0
2024-01-01 09:00:00,7,晴天,-13.2,79.8,7.3,0
2024-01-01 09:00:00,8,小雨,-6.3,83.5,6.8,0
2024-01-01 09:00:00,9,晴天,-8.2,67.0,5.6,0
2024-01-01 09:00:00,10,大雨,-5.6,82.3,17.2,0
2024-01-01 09:00:00,11,晴天,-2.8,71.6,5.9,0
2024-01-01 09:00:00,12,小雨,-11.7,94.3,13.6,0
2024-01-01 09:00:00,13,多云,-7.9,61.7,9.1,0
2024-01-01 09:00:00,14,晴天,-7.2,69.9,5.8,0
2024-01-01 09:00:00,15,晴天,-11.4,77.0,10.0,0
2024-01-01 09:00:00,16,晴天,-6.2,67.0,11.8,0
2024-01-01 09:00:00,17,晴天,-8.1,75.9,11.6,0
2024-01-01 09:00:00,18,小雨,-8.6,90.5,11.8,0
2024-01-01 09:00:00,19,多云,-11.8,77.6,13.7,0
2024-01-01 09:00:00,20,晴天,-10.3,66.7,12.4,0
2024-01-01 10:00:00,1,晴天,-8.1,70.1,5.1,0
2024-01-01 10:00:00,2,晴天,-8.8,72.6,7.6,0
2024-01-01 10:00:00,3,多云,-4.8,62.1,12.6,1
2024-01-01 10:00:00,4,晴天,-9.6,72.7,14.3,1
2024-01-01 10:00:00,5,晴天,-8.8,61.4,8.0,0
2024-01-01 10:00:00,6,多云,-8.9,66.9,11.2,0
